no;lm_indo;cek;cek2;lm_eng;negative;positive;uncertainty;litigious;strong_modal;weak_modal;constraining;complexity;anger;anticipation;disgust;fear;joy;negative_alt;positive_alt;sadness;surprise;trust
4863;tanpa berpikir;;;thoughtless;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
4864;tanpa berwasiat;;;intestate;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4865;tanpa cedera;;;unscathed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4866;tanpa dasar;;;groundless;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4867;tanpa disadari;;;unwitting;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4868;tanpa harapan;;;hopeless;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
4869;tanpa judul;;;untitled;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
4870;tanpa nama;;;nameless;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
4871;tanpa pertumpahan darah;;;bloodless;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4872;tanpa tanda jasa;;;unsung;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4873;tanpa tubuh;;;disembodied;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
4874;tanpa tujuan;;;aimless;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4875;tante;;;aunt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4876;tarif;;;tariff;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
4877;tata bahasa;;;grammar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4878;tata krama;;;manners;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4879;tawa;;;laughter;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0
4880;tawaran;;;overture;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4881;tawar-menawar;;;bargain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4882;tdk puas;;;disgruntled;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
4883;Tebak;;;guess;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4884;tebu;;;cane;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
4885;tebusan;;;ransom;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
4886;teduh;;;shady;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
4887;tegak lurus;;;plumb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4889;tegar;;;unruly;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0
4890;tegas;;;unequivocal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4891;teguh;;;unwavering;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4892;teguran;;;reprimand;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
4893;tekanan;;;pressure;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4894;teka-teki;;;riddle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4895;teknologi;;;technology;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4896;tekun;;;zealous;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
4897;teladan;;;exemplary;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4898;telanjang;;;stark;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
4899;teliti;;;conscientious;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4900;teluk kecil;;;cove;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0
4901;teman;;;friend;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
4902;tembakan;;;shot;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0
4903;tembakau;;;tobacco;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4904;tembel;;;sty;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
4905;tempa;;;wrought;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4906;tempat;;;premises;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4907;tempat berlindung;;;shelter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4908;tempat bermain;;;playground;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
4909;tempat lahir;;;birthplace;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
4910;tempat penyimpanan;;;depository;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4911;tempat tidur;;;berth;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4912;tempur;;;combat;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
4913;tenaga kerja;;;labor;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
4914;tendangan;;;kick;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
4915;tengah;;;center;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4916;tengara;;;landmark;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4917;tenggelam;;;sunk;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
4918;tengik;;;rancid;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
4919;tentara;;;soldier;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0
4920;tentu;;;determinate;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
4921;teokratis;;;theocratic;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1
4922;teologi;;;theology;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4923;teologis;;;theological;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4924;teoretis;;;theoretical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4925;teori;;;theory;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
4926;tepuk;;;clap;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
4927;terak;;;slag;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4928;terakhir;;;ultimate;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
4929;terakreditasi;;;accredited;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4930;terampil;;;skilled;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4931;terancam bahaya;;;endangered;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
4932;terapeutik;;;therapeutic;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
4933;terapi;;;therapeutics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4934;terbaca;;;legible;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4935;terberat;;;brunt;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
4936;terbuka;;;overt;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
4937;terbukti;;;proven;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4938;terbukti benar;;;vindicated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4939;tercengang;;;stunned;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
4940;terdakwa;;;defendant;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
4941;terdampar;;;stranded;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4942;terdemoralisasi;;;demoralized;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
4943;terdepresiasi;;;depreciate;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
4944;terdistorsi;;;distorted;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
4945;terendah;;;lowest;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
4946;terengah-engah;;;gasping;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
4947;tergelincir;;;slip;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
4948;tergenang;;;stagnant;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
4949;terhenti;;;standstill;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
4950;terinspirasi;;;inspired;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
4951;terjamin;;;assured;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4952;terjang;;;lunge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4953;terjemahan;;;translation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4954;terjerat;;;entangled;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
4955;terjun;;;plunge;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
4956;terkait;;;related;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4957;terkenal jahat;;;infamous;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0
4958;terkendali;;;restrained;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
4959;terkesiap;;;gasp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4960;terkilir;;;dislocated;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
4961;terkontaminasi;;;contaminated;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
4962;terkubur;;;buried;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
4963;terkulai;;;drooping;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4964;terkunci;;;lockup;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
4965;terlalu mahal;;;overpriced;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
4966;terlantar;;;displaced;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
4967;terlibat;;;embroiled;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4968;terlindung;;;protected;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4969;terlupakan;;;forgotten;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
4970;termasuk keluarga sapi;;;bovine;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
4971;termenung;;;pensive;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4973;termokopel;;;thermocouple;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4974;termometer;;;thermometer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4975;ternoda;;;disgraced;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
4976;teror;;;terror;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
4977;terorganisir;;;organized;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4978;teroris;;;terrorist;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0
4979;terorisme;;;terrorism;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
4980;terpaut;;;adrift;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0
4981;terpecah;;;splinter;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4982;terpelajar;;;erudite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4983;terpendam;;;latent;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0
4984;terperanjat;;;aghast;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0
4985;terpercaya;;;trusty;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4986;terpilih;;;chosen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4987;terputus;;;disconnected;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
4988;tersakiti;;;pained;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
4989;tersebar luas;;;widespread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4990;tersedak;;;choke;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4991;tersendiri;;;segregated;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4992;tersentuh;;;touched;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4993;tersenyum;;;smiling;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
4994;terserap;;;absorbed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4995;tersinggung;;;offended;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4996;tersusun;;;composed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4997;tertahan;;;stifled;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0
4998;tertarik;;;interested;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0
4999;tertawa kecil;;;chuckle;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
5000;tertekan;;;distressed;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
5001;tertib;;;orderly;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5002;tertinggal;;;lagging;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0
5003;tertinggi;;;supreme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5004;terurai;;;decomposed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5005;terus mata;;;prescient;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
5006;tetangga;;;neighbor;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
5007;tetanus;;;tetanus;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
5008;tewas;;;perish;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
5009;theisme;;;theism;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
5010;tiang gantungan;;;gallows;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0
5011;tiang penopang;;;truss;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5012;tiba;;;arrive;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5013;tidak akan;;;wont;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5014;tidak aktif;;;inactivity;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5015;tidak akurat;;;inaccurate;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5016;tidak aman;;;unsafe;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
5017;tidak bahagia;;;unhappy;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
5018;tidak benar;;;untrue;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5019;tidak beralasan;;;unwarranted;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5020;tidak berbahaya;;;innocuous;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5021;tidak berbentuk;;;formless;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5022;tidak berbuah;;;fruitless;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
5023;tidak berdaya;;;helpless;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
5024;tidak berkelanjutan;;;unsustainable;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5025;tidak berkembang;;;unimproved;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5026;tidak berlisensi;;;unlicensed;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5027;tidak berpendidikan;;;uneducated;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
5028;tidak berpengalaman;;;inexperienced;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5029;tidak berperasaan;;;callous;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
5030;tidak bias;;;unbiased;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5031;tidak bijaksana;;;unwise;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5032;tidak bisa diandalkan;;;unreliable;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
5033;tidak bisa dihancurkan;;;indestructible;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
5034;tidak bisa dijelaskan;;;inexplicable;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
5035;tidak bisa dilewati;;;impassable;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5036;tidak bisa dimaafkan;;;inexcusable;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
5037;tidak bisa dimengerti;;;incomprehensible;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5038;tidak bisa dipecahkan;;;unbreakable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5039;tidak bisa dipertahankan;;;untenable;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5040;tidak bisa ditembus;;;impenetrable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5041;tidak cocok;;;unsuitable;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5042;tidak cukup;;;insufficiently;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5043;tidak curiga;;;unsuspecting;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5044;tidak dapat;;;unable;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
5045;tidak dapat diakses;;;inaccessible;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5046;tidak dapat diatasi;;;insurmountable;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
5047;tidak dapat dibatalkan;;;irrevocable;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5048;tidak dapat dicabut;;;inalienable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5049;tidak dapat didamaikan;;;irreconcilable;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0
5050;tidak dapat dijelaskan;;;unexplained;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
5051;tidak dapat dimengerti;;;unintelligible;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5052;tidak dapat diperbaiki;;;irreparable;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
5053;tidak dapat dipercaya;;;untrustworthy;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
5054;tidak dapat dipertahankan;;;indefensible;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
5055;tidak dapat direduksi;;;irreducible;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5056;tidak dapat diterapkan;;;inapplicable;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5057;tidak dapat diubah;;;unchangeable;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5058;tidak diakui;;;unacknowledged;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5059;tidak dibatasi;;;unconstrained;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
5060;tidak didukung;;;unsupported;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5061;tidak digunakan;;;disuse;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5062;tidak diizinkan;;;disallowed;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
5063;tidak dikenal;;;unknown;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
5064;tidak ditemukan;;;undiscovered;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5065;tidak diterbitkan;;;unpublished;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
5066;tidak diundang;;;uninvited;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5067;tidak diverifikasi;;;unverified;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5068;tidak efisien;;;inefficient;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
5069;tidak egois;;;unselfish;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5070;tidak hormat;;;disrespect;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
5071;tidak jelas;;;vague;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5072;tidak kompatibel;;;incompatible;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
5073;tidak logis;;;illogical;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5074;tidak manusiawi;;;inhuman;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
5075;tidak masuk akal;;;nonsensical;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
5076;tidak mematuhi;;;disobey;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
5077;tidak memuaskan;;;unsatisfactory;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
5078;tidak merata;;;uneven;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5079;tidak pantas;;;inappropriate;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
5080;tidak pasti;;;uncertain;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0
5081;tidak patuh;;;disobedient;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
5082;tidak peduli;;;uncaring;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
5083;tidak pengertian;;;inconsiderate;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
5084;tidak perlu dipertanyakan lagi;;;unquestionable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
5085;tidak populer;;;unpopular;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
5086;tidak praktis;;;impracticable;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5087;tidak produktif;;;unproductive;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5088;tidak puas;;;unsatisfied;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
5089;tidak relevan;;;irrelevant;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5090;tidak resmi;;;unofficial;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5091;tidak sabar;;;impatient;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
5092;tidak sehat;;;unhealthy;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
5093;tidak sempurna;;;imperfectly;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5094;tidak senang;;;displeased;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
5095;tidak sengaja;;;unintentionally;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
5096;tidak senonoh;;;indecent;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
5097;tidak sesuai;;;incongruous;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
5098;tidak setara;;;unequal;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
5099;tidak siap;;;unprepared;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5100;tidak simpati;;;unsympathetic;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
5101;tidak stabil;;;unstable;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
5102;tidak tahu;;;dun;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5103;tidak tahu berterima kasih;;;ungrateful;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
5104;tidak teratur;;;irregular;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5105;tidak terbaca;;;illegible;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5106;tidak terduga;;;unexpected;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0
5107;tidak terikat;;;unattached;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5108;tidak terinfeksi;;;uninfected;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5109;tidak terinspirasi;;;uninspired;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
5110;tidak terkesan;;;unimpressed;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5111;tidak termasuk;;;excluding;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
5112;tidak terpengaruh;;;disaffected;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5113;tidak terpenuhi;;;unfulfilled;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0
5114;tidak wajar;;;unnatural;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
5115;tidur sebentar;;;nap;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
5116;tikus;;;rat;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
5117;tim;;;team;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5118;tindakan;;;action;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5119;tindakan merugikan;;;disservice;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0
5120;tindakan yg bodoh;;;ineptitude;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
5121;tinggal;;;tarry;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5122;tinggi;;;towering;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
5123;tingkat;;;level;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
5124;tinja;;;fecal;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
5125;tinjauan ke masa depan;;;foresight;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
5126;tinju;;;boxing;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5127;tipu daya;;;trickery;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0
5128;tipu muslihat;;;guile;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5129;tipuan;;;fraud;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
